step,actor/entropy_loss,actor/grad_norm,actor/lr,actor/pg_clipfrac,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/grad_norm,critic/kl,critic/kl_coeff,critic/lr,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,critic/values/max,critic/values/mean,critic/values/min,critic/vf_clipfrac,critic/vf_explained_var,critic/vf_loss,critic/vpred_mean,env/finish_ratio,env/number_of_actions/max,env/number_of_actions/mean,env/number_of_actions/min,env/number_of_valid_action,env/number_of_valid_search,env/ratio_of_valid_action,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,mfu/actor,mfu/critic,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,state_tokens/coverage,state_tokens/total,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/update_critic,timing_per_token_ms/values,timing_s/adv,timing_s/gen,timing_s/ref,timing_s/save_checkpoint,timing_s/step,timing_s/testing,timing_s/update_actor,timing_s/update_critic,timing_s/values,val/test_score/nq
88,0.692,4.496,0.0,0.01,-0.003,0.006,2.713,-0.0,-2.061,32.066,0.01,0.001,0.0,1.019,0.313,-0.024,1.018,0.35,-0.02,1.0,0.35,0.0,0.637,0.013,-0.531,0.0,0.163,0.136,0.07,0.953,4.0,2.406,2.0,2.393,1.439,0.997,64406.0,64405.0,70301.0,64405.25,59745.0,10556.0,0.122,0.031,0.0,286.0,162.273,150.0,0.002,2505.0,844.059,461.0,0.217,93763.0,0.001,0.169,0.009,0.071,0.273,0.048,0.407,73.251,4.442,,284.07,,36.445,140.662,24.481,
89,0.743,3.133,0.0,0.006,-0.011,0.003,2.712,0.0,-1.994,11.2,-0.009,0.001,0.0,1.017,0.331,-0.028,1.017,0.382,-0.027,1.0,0.379,0.0,0.781,0.184,-0.334,0.0,0.128,0.087,0.315,0.957,4.0,2.426,2.0,2.414,1.457,0.997,65784.0,65783.0,71114.0,65783.375,58280.0,12834.0,0.126,0.032,0.0,235.0,161.549,152.0,0.002,2572.0,866.316,435.0,0.223,98827.0,0.001,0.167,0.008,0.069,0.266,0.047,0.43,73.932,4.411,,283.63,,36.124,139.732,24.546,
90,0.714,4.257,0.0,0.007,-0.255,-0.001,2.72,-0.0,-1.968,16.622,-0.016,0.001,0.0,1.047,0.3,-0.028,1.047,0.359,-0.026,1.0,0.355,0.0,1.148,0.516,0.012,0.0,0.141,0.115,0.553,0.949,4.0,2.43,1.0,2.396,1.447,0.992,66789.0,66788.0,69841.0,66788.75,60839.0,9002.0,0.128,0.033,0.0,279.0,161.988,150.0,0.002,2554.0,881.586,52.0,0.235,106238.0,0.001,0.166,0.008,0.067,0.264,0.046,0.431,74.805,4.471,,285.942,,36.052,141.117,24.519,
91,0.704,4.994,0.0,0.008,-0.076,-0.001,2.602,-0.0,-2.075,8.337,-0.005,0.001,0.0,1.025,0.324,-0.024,1.02,0.373,-0.021,1.0,0.371,0.0,0.973,0.348,-0.193,0.0,0.145,0.102,0.295,0.951,4.0,2.424,1.0,2.406,1.455,0.995,65665.0,65664.0,71826.0,65664.375,61300.0,10526.0,0.125,0.032,0.0,223.0,161.266,151.0,0.002,2466.0,864.74,40.0,0.226,99859.0,0.001,0.175,0.008,0.069,0.269,0.047,0.404,77.607,4.459,,289.504,,36.459,141.347,24.762,
92,0.677,3.413,0.0,0.007,0.086,-0.0,2.45,0.0,-1.858,8.015,0.005,0.001,0.0,1.02,0.302,-0.024,1.019,0.349,-0.022,1.0,0.348,0.0,0.715,0.199,-0.578,0.0,0.168,0.104,0.27,0.949,4.0,2.4,2.0,2.381,1.432,0.995,64594.0,64593.0,71016.0,64593.125,61863.0,9153.0,0.124,0.031,0.0,260.0,162.061,153.0,0.002,2458.0,847.207,195.0,0.223,96680.0,0.001,0.172,0.009,0.07,0.273,0.047,0.405,74.6,4.501,,285.812,,36.17,141.148,24.5,
93,0.718,2.644,0.0,0.007,0.002,0.002,2.566,-0.0,-1.911,21.049,-0.002,0.001,0.0,1.025,0.319,-0.043,1.025,0.356,-0.043,1.0,0.354,0.0,1.0,0.5,-0.268,0.0,0.182,0.116,0.547,0.957,4.0,2.42,1.0,2.414,1.457,0.999,65497.0,65496.0,69407.0,65496.625,61060.0,8347.0,0.123,0.032,0.0,242.0,161.557,150.0,0.002,2425.0,861.828,64.0,0.218,96259.0,0.001,0.171,0.009,0.07,0.269,0.048,0.406,75.45,4.542,,287.767,,36.923,140.85,24.944,
94,0.648,2.512,0.0,0.007,0.114,0.001,2.402,0.0,-1.821,11.899,0.001,0.001,0.0,1.033,0.303,-0.027,1.031,0.352,-0.027,1.0,0.35,0.0,1.023,0.52,-0.074,0.0,0.153,0.11,0.464,0.955,4.0,2.414,1.0,2.404,1.449,0.998,64911.0,64910.0,69496.0,64910.625,61201.0,8295.0,0.128,0.032,0.0,235.0,161.133,153.0,0.002,2609.0,853.096,196.0,0.218,95140.0,0.001,0.173,0.009,0.068,0.272,0.048,0.396,75.514,4.466,,286.381,,35.142,141.381,24.847,
95,0.666,5.937,0.0,0.011,0.029,0.002,2.513,0.0,-1.934,27.404,0.008,0.001,0.0,1.028,0.319,-0.034,1.023,0.371,-0.032,1.0,0.369,0.0,0.703,0.128,-0.346,0.0,0.16,0.125,0.102,0.953,4.0,2.385,1.0,2.375,1.422,0.998,63458.0,63457.0,70338.0,63457.625,58129.0,12209.0,0.125,0.032,0.0,227.0,161.014,150.0,0.002,2635.0,830.512,110.0,0.212,90025.0,0.001,0.175,0.009,0.069,0.271,0.049,0.436,74.421,4.419,,281.337,,35.117,137.706,24.744,
96,0.803,5.067,0.0,0.009,0.231,0.006,3.25,0.0,-2.033,22.253,-0.01,0.001,0.0,1.041,0.303,-0.029,1.038,0.347,-0.028,1.0,0.344,0.0,0.645,0.035,-0.605,0.0,0.177,0.098,0.135,0.961,4.0,2.457,1.0,2.434,1.473,0.994,67031.0,67030.0,70059.0,67030.125,61345.0,8714.0,0.124,0.033,0.0,231.0,161.924,150.0,0.002,2205.0,885.422,165.0,0.224,101469.0,0.001,0.164,0.008,0.07,0.26,0.046,0.395,74.517,4.536,,285.876,,37.78,139.501,24.589,
97,0.636,3.404,0.0,0.011,0.036,0.004,3.218,-0.0,-2.215,9.111,-0.036,0.001,0.0,1.031,0.314,-0.029,1.029,0.385,-0.029,1.0,0.377,0.0,1.055,0.377,-0.26,0.0,0.203,0.092,0.483,0.939,4.0,2.463,1.0,2.432,1.492,0.992,66718.0,66717.0,72486.0,66717.125,63614.0,8872.0,0.131,0.032,0.0,246.0,162.34,151.0,0.002,2234.0,880.115,142.0,0.222,99912.0,0.001,0.168,0.008,0.066,0.265,0.046,0.364,75.74,4.492,,286.67,,35.414,141.581,24.486,
98,0.704,6.354,0.0,0.011,0.056,0.001,4.643,0.0,-2.285,8.592,-0.039,0.001,0.0,1.039,0.306,-0.032,1.039,0.369,-0.027,1.0,0.361,0.0,1.102,0.436,-1.758,0.0,0.189,0.095,0.4,0.955,4.0,2.371,1.0,2.357,1.402,0.996,63440.0,63439.0,66488.0,63439.625,60143.0,6345.0,0.123,0.031,0.0,254.0,162.281,153.0,0.002,2162.0,828.963,66.0,0.219,93052.0,0.001,0.177,0.009,0.07,0.279,0.049,0.342,75.27,4.423,,286.64,,35.579,141.839,24.768,
99,0.722,4.22,0.0,0.008,0.114,0.006,2.716,-0.0,-2.417,4.829,-0.04,0.001,0.0,1.059,0.353,-0.025,1.05,0.395,-0.025,1.0,0.387,0.0,1.008,0.277,-0.305,0.0,0.182,0.097,0.416,0.953,4.0,2.371,2.0,2.352,1.398,0.995,63697.0,63697.0,67147.0,63697.0,59657.0,7490.0,0.121,0.031,0.0,238.0,161.766,150.0,0.002,2148.0,833.5,449.0,0.225,95876.0,0.001,0.173,0.009,0.072,0.275,0.049,0.341,74.013,4.355,,284.322,,36.455,140.014,24.782,
100,0.626,5.103,0.0,0.009,-0.003,0.002,2.671,-0.0,-2.301,6.204,-0.059,0.001,0.0,1.041,0.341,-0.026,1.041,0.384,-0.025,1.0,0.373,0.0,1.141,0.357,-0.235,0.0,0.153,0.095,0.316,0.965,4.0,2.41,1.0,2.396,1.432,0.997,65098.0,65097.0,70313.0,65097.25,60983.0,9330.0,0.128,0.031,0.0,229.0,162.246,153.0,0.002,2253.0,854.898,57.0,0.219,95820.0,0.001,0.17,0.009,0.067,0.274,0.048,0.385,74.584,4.507,95.819,448.624,66.215,35.104,142.634,24.897,0.281
101,0.748,5.476,0.0,0.01,0.056,0.009,2.45,-0.0,-2.504,7.909,-0.071,0.001,0.0,1.058,0.329,-0.039,1.051,0.379,-0.032,1.0,0.365,0.0,0.934,0.214,-0.254,0.0,0.183,0.1,0.313,0.949,4.0,2.426,1.0,2.398,1.449,0.993,65804.0,65803.0,70326.0,65803.875,61957.0,8369.0,0.13,0.032,0.0,237.0,161.232,151.0,0.002,2636.0,866.953,229.0,0.232,102767.0,0.001,0.183,0.009,0.067,0.266,0.049,0.414,81.047,4.599,,291.571,,35.13,140.084,25.781,
102,0.735,3.813,0.0,0.012,0.181,0.005,5.117,-0.0,-2.473,24.69,-0.088,0.001,0.0,1.074,0.307,-0.038,1.074,0.355,-0.032,1.0,0.34,0.0,1.273,0.539,-1.891,0.0,0.142,0.135,0.596,0.965,4.0,2.412,1.0,2.391,1.426,0.995,64671.0,64670.0,68528.0,64670.5,60132.0,8396.0,0.121,0.032,0.0,240.0,161.953,152.0,0.002,2718.0,848.523,61.0,0.221,96076.0,0.001,0.194,0.009,0.071,0.272,0.047,0.39,84.085,4.49,,295.72,,36.96,140.773,24.481,
103,0.6,7.736,0.0,0.008,-0.085,0.0,3.228,0.0,-2.163,12.496,-0.092,0.001,0.0,1.057,0.324,-0.028,1.057,0.369,-0.024,1.0,0.354,0.0,1.141,0.551,-0.373,0.0,0.125,0.117,0.474,0.977,4.0,2.359,2.0,2.35,1.373,0.998,63149.0,63148.0,72373.0,63148.375,55198.0,17175.0,0.123,0.03,0.0,231.0,161.516,149.0,0.002,2276.0,825.178,456.0,0.221,93547.0,0.001,0.199,0.009,0.07,0.281,0.049,0.404,84.196,4.458,,295.924,,35.415,142.133,24.955,
104,0.572,5.571,0.0,0.01,-0.094,0.009,2.277,-0.0,-2.026,25.553,-0.101,0.001,0.0,1.076,0.328,-0.027,1.076,0.382,-0.019,1.0,0.365,0.0,0.762,0.155,-0.18,0.0,0.172,0.139,0.133,0.975,4.0,2.361,2.0,2.357,1.383,0.999,63085.0,63084.0,69116.0,63084.625,57541.0,11575.0,0.121,0.031,0.0,248.0,160.432,152.0,0.002,2292.0,825.266,458.0,0.218,92030.0,0.001,0.187,0.009,0.072,0.277,0.049,0.413,78.807,4.402,,288.543,,36.086,139.751,24.692,
105,0.671,4.041,0.0,0.011,-0.008,0.014,2.37,-0.0,-2.042,24.559,-0.132,0.001,0.0,1.083,0.324,-0.036,1.083,0.388,-0.034,1.0,0.365,0.0,0.703,0.055,-1.195,0.0,0.201,0.125,0.113,0.969,4.0,2.451,1.0,2.439,1.471,0.997,67017.0,67016.0,71909.0,67016.375,58875.0,13034.0,0.127,0.033,0.0,245.0,162.086,152.0,0.002,2607.0,885.045,105.0,0.224,101425.0,0.001,0.176,0.009,0.068,0.263,0.046,0.573,79.94,4.57,,292.18,,36.655,141.088,24.747,
106,0.652,8.618,0.0,0.01,0.104,0.006,2.344,-0.0,-1.916,17.313,-0.179,0.001,0.0,1.081,0.344,-0.024,1.081,0.402,-0.016,1.0,0.375,0.0,1.023,0.408,-0.159,0.0,0.133,0.133,0.562,0.949,4.0,2.408,1.0,2.402,1.453,0.998,64765.0,64764.0,67482.0,64764.625,60367.0,7115.0,0.124,0.031,0.0,263.0,162.291,152.0,0.002,2566.0,849.656,52.0,0.216,93882.0,0.001,0.18,0.009,0.069,0.273,0.048,0.417,78.331,4.448,,289.684,,35.955,141.388,24.696,
107,0.62,8.529,0.0,0.008,0.035,0.012,2.396,0.0,-1.721,42.309,-0.228,0.001,0.0,1.076,0.345,-0.025,1.076,0.401,-0.023,1.0,0.369,0.0,1.352,0.789,-0.33,0.0,0.142,0.212,0.818,0.951,4.0,2.449,1.0,2.432,1.48,0.995,66959.0,66958.0,71723.0,66958.375,58557.0,13166.0,0.131,0.033,0.0,278.0,161.684,150.0,0.002,2454.0,884.541,76.0,0.222,100637.0,0.001,0.174,0.008,0.066,0.264,0.046,0.43,78.905,4.469,,289.927,,35.425,141.537,24.588,
108,0.573,6.324,0.0,0.01,-0.365,-0.001,2.65,-0.0,-4.771,18.276,-0.241,0.001,0.0,1.078,0.326,-0.028,1.069,0.413,-0.025,1.0,0.379,0.0,2.406,0.66,0.102,0.0,0.145,0.128,0.586,0.945,4.0,2.475,1.0,2.438,1.492,0.991,67841.0,67840.0,72455.0,67840.125,62743.0,9712.0,0.129,0.033,0.0,261.0,161.75,153.0,0.002,2562.0,898.252,144.0,0.231,106124.0,0.001,0.178,0.008,0.067,0.26,0.046,0.402,81.818,4.585,,293.908,,36.595,141.125,24.808,
109,0.721,4.391,0.0,0.012,0.056,0.008,2.963,-0.0,-2.139,29.61,-0.252,0.001,0.0,1.102,0.341,-0.019,1.102,0.392,-0.006,1.0,0.355,0.0,0.734,0.142,-0.455,0.0,0.133,0.14,0.109,0.957,4.0,2.445,2.0,2.428,1.471,0.996,66890.0,66890.0,71314.0,66890.0,63267.0,8047.0,0.131,0.032,0.0,229.0,161.5,152.0,0.002,2932.0,883.656,463.0,0.229,103582.0,0.001,0.183,0.008,0.066,0.265,0.046,0.422,82.694,4.513,,294.111,,35.427,141.92,24.585,
110,0.605,24.318,0.0,0.01,-0.127,0.004,2.3,0.0,-2.16,39.491,-0.267,0.001,0.0,1.09,0.372,-0.032,1.09,0.422,-0.02,1.0,0.385,0.0,0.648,-0.035,-0.465,0.0,0.17,0.205,0.009,0.961,4.0,2.414,1.0,2.396,1.436,0.996,65067.0,65066.0,69528.0,65066.625,60498.0,9030.0,0.123,0.032,0.0,257.0,161.529,153.0,0.002,2780.0,855.137,251.0,0.221,96552.0,0.001,0.182,0.009,0.07,0.271,0.048,0.433,79.745,4.477,,291.75,,36.504,141.27,24.829,
111,0.594,6.517,0.0,0.012,0.119,0.01,2.559,-0.0,-2.238,9.599,-0.282,0.001,0.0,1.089,0.374,-0.02,1.089,0.431,-0.008,1.0,0.393,0.0,0.891,0.179,-0.346,0.0,0.149,0.123,0.316,0.949,4.0,2.43,1.0,2.41,1.461,0.995,65751.0,65750.0,72794.0,65750.375,59682.0,13112.0,0.123,0.032,0.0,240.0,161.738,153.0,0.002,2800.0,865.611,83.0,0.218,96654.0,0.001,0.177,0.009,0.07,0.27,0.047,0.414,78.565,4.561,,291.657,,36.991,141.924,24.638,
112,0.588,249.619,0.0,0.007,-0.03,-0.006,2.526,0.0,-1.988,35.379,-0.318,0.001,0.0,1.088,0.355,-0.037,1.086,0.422,-0.024,1.0,0.381,0.0,1.266,0.652,-0.186,0.0,0.147,0.161,0.762,0.959,4.0,2.404,2.0,2.385,1.426,0.995,64191.0,64190.0,70734.0,64190.875,60014.0,10720.0,0.122,0.031,0.0,238.0,162.047,152.0,0.002,2474.0,840.936,448.0,0.216,93119.0,0.001,0.19,0.009,0.071,0.275,0.048,0.407,81.835,4.428,,293.198,,36.473,141.059,24.53,
113,0.586,15.261,0.0,0.008,-0.13,-0.006,3.428,-0.0,-2.223,36.121,-0.298,0.001,0.0,1.077,0.362,-0.021,1.077,0.433,-0.002,1.0,0.395,0.0,1.43,0.773,-0.231,0.0,0.224,0.151,0.748,0.961,4.0,2.455,2.0,2.422,1.461,0.992,66035.0,66034.0,69215.0,66034.75,58413.0,10802.0,0.129,0.033,0.0,293.0,161.586,152.0,0.002,2345.0,870.207,465.0,0.218,97282.0,0.001,0.178,0.009,0.067,0.262,0.047,0.425,79.466,4.518,,287.618,,35.492,138.246,24.903,
114,0.59,15.328,0.0,0.01,0.082,-0.006,3.147,0.0,-2.267,15.114,-0.282,0.001,0.0,1.096,0.334,-0.053,1.096,0.379,-0.037,1.0,0.344,0.0,1.352,0.49,-0.137,0.0,0.159,0.089,0.378,0.963,4.0,2.361,1.0,2.34,1.377,0.994,62448.0,62447.0,65517.0,62447.25,59388.0,6129.0,0.115,0.031,0.0,260.0,162.699,152.0,0.002,2463.0,813.039,237.0,0.213,88843.0,0.001,0.189,0.009,0.076,0.28,0.049,0.403,78.803,4.428,,290.103,,37.801,139.788,24.47,
115,0.57,12.822,0.0,0.008,-0.144,-0.005,3.322,-0.0,-2.2,34.391,-0.279,0.001,0.0,1.078,0.364,-0.033,1.078,0.419,-0.028,1.0,0.385,0.0,0.754,0.055,-0.766,0.0,0.142,0.158,0.117,0.975,4.0,2.336,1.0,2.32,1.346,0.996,61988.0,61988.0,67019.0,61988.0,55920.0,11099.0,0.119,0.03,0.0,252.0,162.184,150.0,0.002,2274.0,806.379,235.0,0.217,89716.0,0.001,0.188,0.009,0.073,0.286,0.05,0.387,77.491,4.443,,288.986,,35.962,141.585,24.611,
116,0.609,8.379,0.0,0.007,0.049,-0.004,3.932,0.0,-2.856,15.912,-0.286,0.001,0.0,1.09,0.338,-0.019,1.09,0.399,-0.007,1.0,0.365,0.0,1.039,0.117,-1.406,0.0,0.15,0.082,0.217,0.971,4.0,2.307,2.0,2.293,1.322,0.996,60581.0,60580.0,65024.0,60580.875,56703.0,8321.0,0.12,0.029,0.0,234.0,161.068,152.0,0.002,2339.0,785.508,441.0,0.214,86103.0,0.001,0.194,0.009,0.072,0.293,0.051,0.518,77.868,4.286,,288.541,,34.742,142.058,24.659,
117,0.564,12.303,0.0,0.009,-0.295,-0.003,2.864,-0.0,-2.237,29.569,-0.29,0.001,0.0,1.076,0.304,-0.016,1.076,0.366,-0.016,1.0,0.332,0.0,1.281,0.539,-0.137,0.0,0.146,0.123,0.65,0.975,4.0,2.326,2.0,2.307,1.332,0.995,61133.0,61132.0,65764.0,61132.375,58383.0,7381.0,0.116,0.03,0.0,228.0,161.732,152.0,0.002,2471.0,793.461,445.0,0.215,87509.0,0.001,0.189,0.009,0.074,0.289,0.051,0.397,76.951,4.376,,288.438,,36.406,141.251,24.701,
118,0.634,10.244,0.0,0.01,-0.034,-0.004,6.591,0.0,-2.24,26.709,-0.281,0.001,0.0,1.069,0.352,-0.023,1.069,0.411,-0.022,1.0,0.379,0.0,1.5,0.672,-1.414,0.0,0.206,0.133,0.685,0.971,4.0,2.264,2.0,2.26,1.289,0.999,59059.0,59059.0,68049.0,59059.0,53942.0,14107.0,0.112,0.029,0.0,264.0,162.633,153.0,0.002,2581.0,760.164,455.0,0.213,82735.0,0.001,0.198,0.009,0.077,0.3,0.052,0.398,77.091,4.328,,288.719,,36.198,141.604,24.665,
119,0.662,4.809,0.0,0.01,-0.177,0.005,3.407,-0.0,-4.032,11.052,-0.291,0.001,0.0,1.067,0.348,-0.014,1.067,0.413,-0.002,1.0,0.381,0.0,1.766,0.379,-0.395,0.0,0.191,0.114,0.302,0.971,4.0,2.277,1.0,2.264,1.293,0.997,59640.0,59639.0,64530.0,59639.5,54721.0,9809.0,0.119,0.029,0.0,270.0,161.834,151.0,0.002,2426.0,770.033,51.0,0.213,83974.0,0.001,0.196,0.009,0.073,0.298,0.051,0.397,77.252,4.318,,287.264,,34.611,141.943,24.431,
120,0.53,8.338,0.0,0.014,0.212,0.008,2.569,-0.0,-2.543,30.913,-0.291,0.001,0.0,1.086,0.353,-0.019,1.086,0.395,-0.015,1.0,0.363,0.0,0.852,0.034,-0.512,0.0,0.182,0.119,0.067,0.984,4.0,2.242,2.0,2.232,1.248,0.998,57908.0,57907.0,67981.0,57907.625,54856.0,13125.0,0.113,0.028,0.0,254.0,161.748,151.0,0.002,2444.0,743.059,448.0,0.211,80114.0,0.001,0.199,0.009,0.076,0.304,0.053,0.381,75.771,4.306,,285.822,,35.373,140.925,24.607,
121,0.54,4.871,0.0,0.013,0.06,0.007,2.737,0.0,-2.478,11.468,-0.351,0.001,0.0,1.082,0.355,-0.045,1.082,0.412,-0.044,1.0,0.377,0.0,0.887,0.146,-0.559,0.0,0.17,0.136,0.254,0.982,4.0,2.205,2.0,2.191,1.209,0.997,56436.0,56435.0,60875.0,56435.125,51906.0,8969.0,0.111,0.027,0.0,297.0,161.656,151.0,0.002,2485.0,720.143,434.0,0.207,76265.0,0.001,0.201,0.01,0.078,0.314,0.055,0.377,74.074,4.297,,284.617,,35.051,141.671,24.795,
122,0.553,7.44,0.0,0.012,-0.058,0.003,2.727,0.0,-2.39,33.33,-0.379,0.001,0.0,1.086,0.357,-0.022,1.081,0.395,-0.007,1.0,0.357,0.0,1.375,0.621,-0.027,0.0,0.161,0.14,0.712,0.99,4.0,2.188,1.0,2.182,1.191,0.999,55167.0,55167.0,63141.0,55167.0,50538.0,12603.0,0.108,0.027,0.0,248.0,161.338,150.0,0.002,2117.0,700.646,83.0,0.197,70688.0,0.001,0.209,0.01,0.079,0.32,0.056,0.368,75.065,4.242,,284.801,,35.06,141.081,24.687,
123,0.626,16.26,0.0,0.01,-0.184,-0.007,2.497,-0.0,-2.185,32.802,-0.369,0.001,0.0,1.093,0.353,-0.048,1.092,0.4,-0.028,1.0,0.361,0.0,1.336,0.734,0.114,0.0,0.16,0.154,0.744,0.99,4.0,2.217,1.0,2.203,1.213,0.996,57417.0,57416.0,63761.0,57416.375,54415.0,9346.0,0.114,0.028,0.0,227.0,161.383,150.0,0.002,2597.0,735.748,374.0,0.214,80768.0,0.001,0.213,0.009,0.076,0.306,0.053,0.399,80.06,4.227,,288.838,,34.77,140.699,24.41,
124,0.564,19.333,0.0,0.008,0.029,-0.002,2.515,-0.0,-2.24,9.97,-0.346,0.001,0.0,1.081,0.329,-0.027,1.081,0.39,-0.016,1.0,0.35,0.0,1.062,0.443,-0.883,0.0,0.221,0.092,0.341,0.969,4.0,2.299,1.0,2.291,1.322,0.998,60701.0,60700.0,64924.0,60700.875,58300.0,6624.0,0.117,0.03,0.0,229.0,161.656,152.0,0.002,2788.0,786.795,97.0,0.217,87432.0,0.001,0.201,0.009,0.074,0.29,0.051,0.441,81.023,4.388,,291.492,,35.755,140.807,24.59,
125,0.647,20.163,0.0,0.009,0.217,0.0,2.851,-0.0,-1.85,23.488,-0.337,0.001,0.0,1.101,0.326,-0.021,1.101,0.391,-0.004,1.0,0.352,0.0,0.609,0.101,-0.365,0.0,0.178,0.088,0.114,0.969,4.0,2.314,1.0,2.281,1.312,0.992,60904.0,60903.0,65331.0,60903.75,57675.0,7656.0,0.117,0.03,0.0,247.0,161.311,153.0,0.002,2545.0,790.311,52.0,0.22,88966.0,0.001,0.19,0.009,0.074,0.287,0.05,0.409,76.967,4.315,,286.455,,35.904,140.059,24.45,
126,0.641,11.085,0.0,0.012,-0.189,0.001,2.543,-0.0,-1.941,10.521,-0.323,0.001,0.0,1.091,0.334,-0.027,1.084,0.379,-0.025,1.0,0.34,0.0,0.621,0.148,-0.645,0.0,0.153,0.125,0.253,0.984,4.0,2.283,1.0,2.277,1.293,0.998,60395.0,60394.0,62917.0,60394.25,58541.0,4376.0,0.116,0.029,0.0,260.0,162.482,153.0,0.002,2272.0,781.178,213.0,0.222,88813.0,0.001,0.192,0.009,0.074,0.292,0.05,0.377,76.935,4.321,,287.336,,35.815,141.134,24.339,
127,0.583,9.693,0.0,0.013,-0.186,0.002,2.38,-0.0,-1.698,22.963,-0.36,0.001,0.0,1.087,0.348,-0.025,1.086,0.398,-0.012,1.0,0.355,0.0,0.992,0.543,0.016,0.0,0.153,0.111,0.643,0.979,4.0,2.309,1.0,2.307,1.328,1.0,60719.0,60718.0,66848.0,60718.375,56213.0,10635.0,0.12,0.03,0.0,295.0,161.973,152.0,0.002,2279.0,786.752,160.0,0.208,83861.0,0.001,0.188,0.009,0.072,0.29,0.051,0.422,75.789,4.389,,285.699,,35.032,140.82,24.797,
128,0.57,104.755,0.0,0.009,-0.104,-0.001,2.621,0.0,-1.821,28.044,-0.354,0.001,0.0,1.092,0.323,-0.026,1.087,0.375,-0.003,1.0,0.332,0.0,1.125,0.668,0.002,0.0,0.172,0.128,0.675,0.98,4.0,2.32,2.0,2.303,1.322,0.996,61551.0,61550.0,68813.0,61550.875,55655.0,13158.0,0.119,0.03,0.0,252.0,161.723,150.0,0.002,2293.0,800.01,444.0,0.223,91483.0,0.001,0.187,0.009,0.072,0.284,0.05,0.352,76.713,4.351,,285.994,,35.672,140.023,24.453,
129,0.52,28.319,0.0,0.01,-0.177,-0.002,2.353,-0.0,-1.863,9.456,-0.326,0.001,0.0,1.105,0.346,-0.019,1.104,0.402,-0.015,1.0,0.359,0.0,0.938,0.455,-0.082,0.0,0.177,0.093,0.387,0.969,4.0,2.346,1.0,2.322,1.354,0.994,62774.0,62774.0,65637.0,62774.0,60114.0,5523.0,0.123,0.031,0.0,243.0,161.893,152.0,0.002,2570.0,818.951,135.0,0.226,94899.0,0.001,0.183,0.009,0.071,0.281,0.049,0.416,76.932,4.302,,286.929,,35.409,140.981,24.445,
130,0.573,8.273,0.0,0.007,0.026,-0.002,2.7,0.0,-4.578,21.791,-0.336,0.001,0.0,1.085,0.306,-0.047,1.085,0.383,-0.01,1.0,0.34,0.0,1.688,0.114,-0.34,0.0,0.179,0.101,0.117,0.969,4.0,2.369,2.0,2.354,1.385,0.996,63358.0,63357.0,67919.0,63357.25,58879.0,9040.0,0.123,0.031,0.0,249.0,161.77,151.0,0.002,2633.0,828.188,457.0,0.221,93556.0,0.001,0.179,0.009,0.07,0.278,0.048,0.413,76.049,4.335,,286.254,,35.61,140.915,24.498,
131,0.521,11.498,0.0,0.012,0.013,0.003,2.356,0.0,-2.984,15.584,-0.347,0.001,0.0,1.102,0.387,-0.017,1.101,0.443,-0.009,1.0,0.398,0.0,1.07,0.166,-0.277,0.0,0.174,0.099,0.251,0.98,4.0,2.414,1.0,2.4,1.42,0.997,64184.0,64183.0,68561.0,64183.375,57025.0,11536.0,0.123,0.031,0.0,249.0,162.184,150.0,0.002,2289.0,840.682,125.0,0.206,88541.0,0.001,0.178,0.009,0.07,0.273,0.048,0.411,76.755,4.381,,286.573,,36.184,140.011,24.485,
132,0.505,6.033,0.0,0.012,0.023,0.006,2.539,0.0,-1.952,17.155,-0.336,0.001,0.0,1.109,0.373,-0.025,1.109,0.441,-0.005,1.0,0.396,0.0,1.109,0.523,0.026,0.0,0.241,0.114,0.615,0.967,4.0,2.359,2.0,2.344,1.377,0.996,62985.0,62984.0,66436.0,62984.125,59728.0,6708.0,0.121,0.031,0.0,253.0,161.994,153.0,0.002,2308.0,822.133,456.0,0.22,92807.0,0.001,0.182,0.009,0.072,0.274,0.049,0.376,76.451,4.37,,284.491,,36.313,138.096,24.456,
133,0.552,13.424,0.0,0.013,-0.151,-0.005,2.918,0.0,-2.563,21.404,-0.345,0.001,0.0,1.109,0.327,-0.02,1.106,0.409,-0.011,1.0,0.357,0.0,1.352,0.613,0.048,0.0,0.209,0.102,0.631,0.939,4.0,2.508,2.0,2.479,1.539,0.993,68445.0,68444.0,71622.0,68444.875,62818.0,8804.0,0.128,0.034,0.0,255.0,161.404,152.0,0.002,2882.0,908.047,451.0,0.221,102659.0,0.001,0.169,0.008,0.068,0.256,0.045,0.443,78.577,4.623,,290.205,,36.998,140.443,24.543,
